"","X","Institution..program","S.Rank.High","S.Rank.Low","Research.High","Research.Low","Students.High","Students.Low","Diversity.High","Diversity.Low","R.Rank.High","R.Rank.Low"
"126",125,"U. of Utah (History)","105","132","65","108","104","134","104","124","101","129"
"127",126,"U. of Virginia (History)","48","79","57","90","33","89","100","121","24","46"
"128",127,"U. of Washington (History)","21","42","20","48","46","86","48","93","33","64"
"129",128,"U. of Wisconsin at Madison (History)","33","59","18","37","109","124","23","57","18","31"
"130",129,"U. of Wisconsin at Madison (History of Science)","53","93","37","68","33","96","109","129","56","101"
"131",130,"Vanderbilt U. (History)","31","51","56","88","7","43","32","70","21","37"
"132",131,"Washington State U. (History)","95","120","121","135","47","94","48","94","75","115"
"133",132,"Washington U. in St. Louis (History)","65","95","81","121","47","91","64","113","42","75"
"134",133,"Wayne State U. (History)","88","123","40","80","110","127","92","116","106","131"
"135",134,"Western Michigan U. (History)","80","125","83","124","3","94","131","136","108","135"
"136",135,"Yale U. (History)","12","26","23","45","4","38","23","57","5","15"
"137",136,"Yale U. (History of Medicine &amp; Science)","11","28","12","30","6","75","42","83","20","38"
"138",137,"Yale U. (Medieval Studies)","3","12","4","14","1","65","54","108","13","28"
